scheme,event_year,programme_key,tail_features,learner,n,severe_n,observed_mean,predicted_mean,rmse,mae,predictive_r2,bias,severe_observed,severe_predicted,severe_rmse,false_extreme_rate
leave_one_event_out,2022,mmp,none,INLA only,4,0,0,0.02246259210558249,0.023071507493882877,0.02246259210558249,-Inf,0.02246259210558249,,,,0
leave_one_event_out,2022,mmp,wqc_threshold_tail,Conservative tail (0.5 gate),4,0,0,0.03178057646317173,0.03230157090333659,0.03178057646317173,-Inf,0.03178057646317173,,,,0
leave_one_event_out,2022,mmp,wqc_threshold_tail,Soft-gated tail,4,0,0,0.04109856082076096,0.04216700956664564,0.04109856082076096,-Inf,0.04109856082076096,,,,0
leave_one_event_out,2022,mmp,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),4,0,0,0.02872546432582876,0.02907407796487886,0.02872546432582876,-Inf,0.02872546432582876,,,,0
leave_one_event_out,2022,mmp,wqc_threshold_track_disease_tail,Soft-gated tail,4,0,0,0.03498833654607502,0.03518932636640509,0.03498833654607502,-Inf,0.03498833654607502,,,,0
leave_one_event_out,2022,mmp,wqc_threshold_track_tail,Conservative tail (0.5 gate),4,0,0,0.027383026811055942,0.027923733087477955,0.027383026811055942,-Inf,0.027383026811055942,,,,0
leave_one_event_out,2022,mmp,wqc_threshold_track_tail,Soft-gated tail,4,0,0,0.032303461516529394,0.032799516394402456,0.032303461516529394,-Inf,0.032303461516529394,,,,0
leave_one_event_out,2024,ltmp,legacy_tail,Conservative tail (0.5 gate),75,4,0.11262580066603782,0.23238458640003679,0.21264493617976246,0.1606544693207618,-0.8573442520261978,0.11975878573399897,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.20588235294117646
leave_one_event_out,2024,ltmp,legacy_tail,Soft-gated tail,75,4,0.11262580066603782,0.23534220458576838,0.2130287525110357,0.16164881389308675,-0.8640551799218059,0.12271640391973056,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.20588235294117646
leave_one_event_out,2024,ltmp,none,INLA only,75,4,0.11262580066603782,0.2294269682143052,0.2129608902657402,0.16228263847914504,-0.8628677456466196,0.11680116754826736,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.20588235294117646
leave_one_event_out,2024,ltmp,wqc_threshold_tail,Conservative tail (0.5 gate),75,4,0.11262580066603782,0.23295221845636804,0.2126481944161417,0.16037767304359005,-0.8574011705033793,0.12032641779033022,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.20588235294117646
