programme_key,source_observation_id,ReefID,ReefName,event_year,ann_maxdhw,observed_mortality,Standard two-part BRT,Conservative tail ensemble,standard_absolute_error,conservative_absolute_error,error_reduction
ltmp,3807321,23-080,Hoskyn Islands Reef (23-080),2017,3.62,0,0.01478619629706869,0.01902163467628296,0.01478619629706869,0.01902163467628296,-0.004235438379214269
manta,4049349,21-296,U/N Reef (21-296),2024,6.8500000000000005,0,0.0813847507649211,0.08565005956857365,0.0813847507649211,0.08565005956857365,-0.004265308803652543
manta,4068045,18-032,Rib Reef (18-032),2024,6.7,0,0.013593698463931,0.01786568960894761,0.013593698463931,0.01786568960894761,-0.004271991145016611
ltmp,4232338,21-562,Turner Reef (21-562),2020,6,0,0.01375994017036196,0.01812072388513422,0.01375994017036196,0.01812072388513422,-0.0043607837147722605
manta,4066114,18-034,Myrmidon Reef (18-034),2022,6.3,0,0.10693638877096298,0.1115644956496672,0.10693638877096298,0.1115644956496672,-0.0046281068787042134
manta,4067754,20-104,U/N Reef (20-104),2024,5.5600000000000005,0,0.00326501462831817,0.00789848248252545,0.00326501462831817,0.00789848248252545,-0.00463346785420728
mmp,4167064,17-053,Stingaree Reefs (17-053),2024,4.15,0,0.25475039804213134,0.2593870622870168,0.25475039804213134,0.2593870622870168,-0.004636664244885458
ltmp,4228048,19-209,Rebe Reef (19-209),2020,7.1000000000000005,0,0.08502521714386878,0.0897301878395828,0.08502521714386878,0.0897301878395828,-0.004704970695714017
mmp,4140753,22-009,Barren Island Reef (22-009),2024,11.06,0.17115624670633436,0.22803890931034393,0.23275540582025336,0.056882662604009565,0.061599159113919,-0.004716496509909435
manta,3988849,14-139,No Name Reef (14-139),2024,7.61,0,0.01817323164716707,0.02290471959806074,0.01817323164716707,0.02290471959806074,-0.004731487950893669
ltmp,4183353,21-529,U/N Reef (21-529),2024,7.19,0.07120233399391916,0.10375173942951484,0.10849216418901976,0.032549405435595674,0.0372898301951006,-0.004740424759504924
mmp,4141843,18-051,Pandora Reef (18-051),2017,8.52,0,0.2551066058139407,0.25990730071677604,0.2551066058139407,0.25990730071677604,-0.004800694902835356
ltmp,4237691,18-086,Chicken Reef (18-086),2024,6.640000000000001,0.04517456415014378,0.08395191854355294,0.08875621484774003,0.03877735439340916,0.04358165069759625,-0.004804296304187092
ltmp,4241733,14-045,Sand Bank No 1 Reef (14-045),2024,7.16,0.01057912412750655,0.19595793541417392,0.20081362843367992,0.18537881128666736,0.19023450430617336,-0.004855693019506002
manta,4206526,16-060,Michaelmas Reef (16-060),2016,4.62,0,0.09340879223588112,0.0983019044567592,0.09340879223588112,0.0983019044567592,-0.004893112220878071
ltmp,4225913,18-065,Havannah Reef (18-065),2016,3.33,0,0.00494487778572127,0.00985787144912256,0.00494487778572127,0.00985787144912256,-0.00491299366340129
manta,4284385,21-305,East Cay Reef (21-305),2016,0,0,0.03692153805148369,0.04184443790022678,0.03692153805148369,0.04184443790022678,-0.004922899848743091
ltmp,4226935,18-081,Knife Reef (18-081),2017,6.15,0,0.04951645085970749,0.05446459515610345,0.04951645085970749,0.05446459515610345,-0.004948144296395958
ltmp,4170713,16-028,Low Islands Reef (16-028),2022,4.33,0.00670906586611519,0.02401915701544935,0.02899232971639632,0.01731009114933416,0.02228326385028113,-0.004973172700946972
ltmp,4227306,19-159,Slate Reef (19-159),2020,5.73,0,0.03583823154728013,0.04085426562745276,0.03583823154728013,0.04085426562745276,-0.005016034080172628
manta,3989106,21-588,Wade Reef (21-588),2024,9.33,0.00629080401453635,0.03248005815235657,0.0375904779629307,0.026189254137820223,0.03129967394839435,-0.005110419810574127
manta,4067120,19-159,Slate Reef (19-159),2020,5.73,0,0.03717730385573969,0.04229755092545866,0.03717730385573969,0.04229755092545866,-0.005120247069718968
ltmp,4171456,14-114,MacGillivray Reef (14-114),2024,5.93,0,0.04884466056918724,0.05399501115000809,0.04884466056918724,0.05399501115000809,-0.005150350580820855
manta,4067278,21-245,U/N Reef (21-245),2024,6.22,0.06671505324129029,0.1982151223274256,0.20359596762213716,0.13150006908613532,0.13688091438084687,-0.005380845294711556
ltmp,4236109,18-034,Myrmidon Reef (18-034),2020,8.3,0,0.03244582848915305,0.03786256228794272,0.03244582848915305,0.03786256228794272,-0.005416733798789673
manta,4068398,16-049,Green Island Reef (16-049),2016,3.67,0,0.04669343554918156,0.05214695438313958,0.04669343554918156,0.05214695438313958,-0.005453518833958018
manta,4066856,20-353,U/N Reef (20-353),2024,8.51,0.18809007889069235,0.1851963827592779,0.19644827451698,0.002893696131414436,0.008358195626287646,-0.0054644994948732095
manta,4068156,18-096,Davies Reef (18-096),2024,4.2700000000000005,0,0.13385228336536054,0.1393380791235486,0.13385228336536054,0.1393380791235486,-0.005485795758188056
manta,4067801,20-287,Credlin Reefs (East) (20-287),2016,2.04,0,0.00531654576420728,0.01087816393916424,0.00531654576420728,0.01087816393916424,-0.0055616181749569595
manta,4284589,21-558,U/N Reef (21-558),2024,7.54,0,0.13682197989648712,0.14252176826703172,0.13682197989648712,0.14252176826703172,-0.005699788370544606
ltmp,3765535,16-049,Green Island Reef (16-049),2016,3.67,0,0.01609032087820023,0.02179583937094074,0.01609032087820023,0.02179583937094074,-0.005705518492740511
manta,1273199,13-118a,Creech Reef (North) (13-118a),2020,7.74,0,0.00364141715099475,0.009392747410755,0.00364141715099475,0.009392747410755,-0.005751330259760249
manta,4284729,23-048,Broomfield Reef (23-048),2020,6.9,0,0.14493224147449732,0.15072011403531022,0.14493224147449732,0.15072011403531022,-0.005787872560812896
ltmp,4222718,18-076,Helix Reef (18-076),2024,6.11,0.106430452853776,0.15410239978783963,0.15994724864744192,0.047671946934063625,0.05351679579366592,-0.005844848859602292
manta,4067086,21-139,U/N Reef (21-139),2024,8.6,0.21994377052766945,0.20049559692636157,0.24526777553943063,0.019448173601307878,0.025324005011761186,-0.005875831410453308
ltmp,3755348,16-060,Michaelmas Reef (16-060),2016,4.62,0,0.08433289690406676,0.09021921797698992,0.08433289690406676,0.09021921797698992,-0.005886321072923167
manta,4284488,23-045a,North Reef (North) (23-045a),2020,7.42,0,0.2197519851935499,0.22618457357776364,0.2197519851935499,0.22618457357776364,-0.006432588384213733
manta,4067531,21-591,U/N Reef (21-591),2024,8.13,0,0.08208125256979071,0.08854016777580227,0.08208125256979071,0.08854016777580227,-0.0064589152060115645
manta,4066821,19-207,Hyde Reef (19-207),2024,9.25,0.05836551351214857,0.25788865121953963,0.26437896786616805,0.19952313770739105,0.20601345435401947,-0.0064903166466284135
manta,4067738,17-064,Taylor Reef (17-064),2024,4.45,0,0.05550676103812452,0.06214566373683621,0.05550676103812452,0.06214566373683621,-0.006638902698711688
manta,4285300,12-056,Mantis Reef (12-056),2022,10.45,0,0.0230131356807248,0.02969016545338342,0.0230131356807248,0.02969016545338342,-0.006677029772658619
manta,4067069,20-351b,Pompey Reef (No 2) (20-351b),2024,8.63,0.04145156284186047,0.09813967773216692,0.10486149516799444,0.05668811489030645,0.06340993232613397,-0.006721817435827518
ltmp,4175968,14-138,Yonge Reef (14-138),2024,8.08,0,0.02651713180651342,0.03331212767028272,0.02651713180651342,0.03331212767028272,-0.006794995863769301
manta,4067277,21-245,U/N Reef (21-245),2024,6.22,0.14277996567627907,0.15847039049294756,0.16533933265032985,0.01569042481666849,0.022559366974050782,-0.006868942157382291
manta,4285401,14-126,Linnet Reef (14-126),2022,5.14,0,0.11920193231471608,0.12638085729469503,0.11920193231471608,0.12638085729469503,-0.007178924979978948
manta,4068102,18-075,John Brewer Reef (18-075),2017,5.7,0.11063279811203668,0.12501161841863806,0.13235225090342867,0.014378820306601384,0.021719452791391994,-0.00734063248479061
manta,4066822,19-207,Hyde Reef (19-207),2024,9.25,0.1937272499760806,0.30212242325644084,0.30982982747965254,0.10839517328036025,0.11610257750357195,-0.0077074042232117
ltmp,4173742,14-137,Carter Reef (14-137),2024,8.21,0,0.07096756833788435,0.07871545766210454,0.07096756833788435,0.07871545766210454,-0.007747889324220186
ltmp,4228741,19-207,Hyde Reef (19-207),2020,5.84,0,0.0708618790235872,0.07869743899021382,0.0708618790235872,0.07869743899021382,-0.007835559966626618
ltmp,4176755,15-099c,Agincourt Reefs (No 1) (15-099c),2017,8.16,0,0.02269193574168631,0.03052924087133693,0.02269193574168631,0.03052924087133693,-0.00783730512965062
manta,4206432,15-099c,Agincourt Reefs (No 1) (15-099c),2017,8.16,0,0.02979654289864245,0.03765111743051952,0.02979654289864245,0.03765111743051952,-0.00785457453187707
manta,4284764,23-082a,Lady Musgrave Reef (23-082a),2020,4.91,0,0.02713431483471221,0.03503025613665364,0.02713431483471221,0.03503025613665364,-0.007895941301941434
manta,4285211,14-045,Sand Bank No 1 Reef (14-045),2024,7.16,0.1631671639396755,0.22010427719652695,0.228057253436394,0.05693711325685144,0.06489008949671848,-0.007952976239867043
manta,4067675,19-131a,U/N Reef (19-131a),2024,5.82,0,0.02229145293297129,0.03049344466127563,0.02229145293297129,0.03049344466127563,-0.00820199172830434
ltmp,4187212,23-082a,Lady Musgrave Reef (23-082a),2020,4.91,0,0.0268861578071975,0.03561433791721986,0.0268861578071975,0.03561433791721986,-0.008728180110022358
ltmp,4187216,23-082a,Lady Musgrave Reef (23-082a),2016,0.44,0,0.05290346882932812,0.06203319441120069,0.05290346882932812,0.06203319441120069,-0.00912972558187257
ltmp,4230132,16-054a,Fitzroy Island Reef (No 1) (16-054a),2016,3.15,0,0.01241955641488198,0.02164137573288609,0.01241955641488198,0.02164137573288609,-0.00922181931800411
mmp,4142998,18-001,Richards (Bedarra) Reef (18-001),2017,7.35,0.02615463627416631,0.04240966352133905,0.05169355224252195,0.01625502724717274,0.02553891596835564,-0.009283888721182902
manta,4206351,16-028,Low Islands Reef (16-028),2022,4.33,0,0.0437481512208566,0.05347983934816622,0.0437481512208566,0.05347983934816622,-0.009731688127309616
manta,4067887,18-076,Helix Reef (18-076),2024,6.11,0.1797052706947009,0.2543266674353284,0.2640681714568464,0.07462139674062748,0.0843629007621455,-0.009741504021518022
mmp,4164870,17-009a,Tobias Spit (17-009a),2017,11.03,0.14872477184050006,0.46513481376786936,0.4750961061386821,0.3164100419273693,0.326371334298182,-0.009961292370812669
manta,4066100,18-043,Fore And Aft Reef (18-043),2017,6.88,0.02873245018644187,0.14784841144113697,0.15800684217878352,0.1191159612546951,0.12927439199234164,-0.010158430737646537
manta,4206382,14-114,MacGillivray Reef (14-114),2016,8.61,0.14105772044354065,0.2264244452305066,0.2365992957744434,0.08536672478696594,0.09554157533090277,-0.010174850543936825
mmp,4152963,18-048,Pelorus (North Palm or Yanooa) Reef (18-048),2017,9.28,0.08530908515297586,0.09395272963923657,0.1041745620533496,0.008643644486260704,0.01886547690037374,-0.010221832414113036
manta,4066197,18-042,Roxburgh Reef (18-042),2017,7.54,0,0.095997595385387,0.10622562580063398,0.095997595385387,0.10622562580063398,-0.010228030415246975
manta,4067704,19-135,Hardy Reef (19-135),2022,5.75,0.00322137501657612,0.13838771040134928,0.14901850809374692,0.13516633538477316,0.1457971330771708,-0.010630797692397637
manta,4284768,23-082a,Lady Musgrave Reef (23-082a),2016,0.44,0,0.0418328316910448,0.05247689624000821,0.0418328316910448,0.05247689624000821,-0.010644064548963411
ltmp,4188172,23-048,Broomfield Reef (23-048),2020,6.9,0,0.18147104159817343,0.19228056887856265,0.18147104159817343,0.19228056887856265,-0.010809527280389225
ltmp,4233079,19-131a,U/N Reef (19-131a),2024,5.82,0,0.04536840054285802,0.05622024119632157,0.04536840054285802,0.05622024119632157,-0.010851840653463549
manta,3989230,22-104a,Horseshoe Reef (No 1) (22-104a),2024,9.08,0.0026179461240754,0.07582519652036918,0.08671494534217342,0.07320725039629378,0.08409699921809802,-0.01088974882180424
manta,4285380,13-130,Davie Reef (13-130),2024,7.03,7.179161652642996e-4,0.26121092066218093,0.2721608029536778,0.26049300449691665,0.2714428867884135,-0.010949882291496849
mmp,4160222,16-006,Snapper Reef (16-006),2024,6.93,0,0.04658147691063551,0.05753553190447048,0.04658147691063551,0.05753553190447048,-0.01095405499383497
manta,4049479,20-297,Creal Reef (20-297),2024,8.370000000000001,0.14353057103012326,0.13731048526949832,0.16136598774515243,0.006220085760624938,0.017835416715029168,-0.01161533095440423
ltmp,4233078,19-131a,U/N Reef (19-131a),2024,5.82,0,0.05080501777147695,0.06283099987678838,0.05080501777147695,0.06283099987678838,-0.012025982105311424
ltmp,3813236,18-043,Fore And Aft Reef (18-043),2017,6.88,0,0.1334597748455747,0.1458613380374878,0.1334597748455747,0.1458613380374878,-0.0124015631919131
ltmp,4226575,18-030,Kelso Reef (18-030),2017,7.640000000000001,0.15355750766823173,0.1609921997242878,0.1734691383192892,0.007434692056056069,0.01991163065105747,-0.012476938595001402
ltmp,4236916,18-051,Pandora Reef (18-051),2016,4.05,0,0.03055004994691116,0.04308739768914075,0.03055004994691116,0.04308739768914075,-0.012537347742229591
ltmp,4238625,21-305,East Cay Reef (21-305),2020,4.61,0,0.02773767987053005,0.04085797459868407,0.02773767987053005,0.04085797459868407,-0.013120294728154024
ltmp,4228738,19-207,Hyde Reef (19-207),2024,9.25,0.25692201562212913,0.26309205949050013,0.27626814160447954,0.006170043868371,0.019346125982350415,-0.013176082113979415
ltmp,4170717,16-028,Low Islands Reef (16-028),2016,2.62,0,0.00234173305834946,0.0157239184135201,0.00234173305834946,0.0157239184135201,-0.01338218535517064
manta,4206494,16-019,St Crispin Reef (16-019),2017,8.58,0.08284410877342505,0.11768871480928952,0.13121883462197262,0.03484460603586448,0.04837472584854757,-0.013530119812683095
mmp,4167117,17-053,Stingaree Reefs (17-053),2024,4.15,0.11474101713504836,0.19016917885960968,0.20373604918140528,0.07542816172456132,0.08899503204635692,-0.013566870321795599
mmp,4167081,17-053,Stingaree Reefs (17-053),2024,4.15,0,0.19244717633669425,0.206386576749734,0.19244717633669425,0.206386576749734,-0.01393940041303976
manta,4068675,17-034,Feather Reef (17-034),2016,2.3000000000000003,0,0.08639775164500431,0.10079511024713211,0.08639775164500431,0.10079511024713211,-0.014397358602127805
manta,4067890,18-076,Helix Reef (18-076),2017,5.41,0,0.1903375957276825,0.20488112177742415,0.1903375957276825,0.20488112177742415,-0.014543526049741656
manta,4067591,20-354,U/N Reef (20-354),2024,8.24,0.14510858480817607,0.23178390393151752,0.24644049826713593,0.08667531912334145,0.10133191345895987,-0.014656594335618417
ltmp,4233080,19-131a,U/N Reef (19-131a),2022,5.01,0.05120229541017936,0.12894354096016417,0.14435691230616973,0.07774124554998481,0.09315461689599037,-0.015413371346005567
mmp,4164853,17-009a,Tobias Spit (17-009a),2017,11.03,0.2342679928412739,0.4282550746090981,0.4438576274025568,0.19398708176782423,0.2095896345612829,-0.01560255279345868
manta,3988787,14-137,Carter Reef (14-137),2024,8.21,0,0.11981925560563872,0.1360414677418982,0.11981925560563872,0.1360414677418982,-0.01622221213625949
manta,4285439,13-127,Rodda Reef (13-127),2016,8.24,0.26680976007009627,0.29864604794988175,0.3150562936859628,0.031836287879785485,0.048246533615866505,-0.01641024573608102
ltmp,4228737,19-207,Hyde Reef (19-207),2024,9.25,0.01598408772518924,0.2880705617748846,0.3071906466343832,0.2720864740496954,0.291206558909194,-0.01912008485949862
manta,4284526,23-051,Wreck Island Reef (23-051),2024,11.64,0.3704552530009853,0.5433816905746552,0.5625328807380214,0.17292643757366993,0.19207762773703613,-0.019151190163366194
ltmp,4227302,19-159,Slate Reef (19-159),2024,8.61,0.0636605992892416,0.15023414751466896,0.1700618815103966,0.08657354822542736,0.10640128222115501,-0.019827733995727653
mmp,4147265,17-043a,Jessie-Kent Reef (17-043a),2017,8.870000000000001,0,0.17453610302016756,0.1948163702956217,0.17453610302016756,0.1948163702956217,-0.02028026727545415
mmp,4147249,17-043a,Jessie-Kent Reef (17-043a),2017,8.870000000000001,0,0.3395476445405418,0.35983538183525154,0.3395476445405418,0.35983538183525154,-0.02028773729470973
manta,4067702,19-135,Hardy Reef (19-135),2024,5.28,0,0.06958299484744537,0.09083247523274258,0.06958299484744537,0.09083247523274258,-0.021249480385297212
manta,3989234,22-104a,Horseshoe Reef (No 1) (22-104a),2020,6.61,0,0.15356163313676352,0.1750103472510645,0.15356163313676352,0.1750103472510645,-0.021448714114300993
ltmp,4222721,18-076,Helix Reef (18-076),2017,5.41,0,0.20697983708710788,0.22910721351578503,0.20697983708710788,0.22910721351578503,-0.022127376428677153
mmp,4155460,23-016,Humpy (Bur-ye-Bur-ye) Reef (23-016),2017,4.4,0,0.00859895829094177,0.03076565727465349,0.00859895829094177,0.03076565727465349,-0.022166698983711722
ltmp,3811256,18-031,Little Kelso Reef (18-031),2017,7.19,0,0.22580108530832713,0.2484323872867745,0.22580108530832713,0.2484323872867745,-0.02263130197844737
ltmp,4180878,23-081,Fairfax Islands Reef (23-081),2017,3.48,0.00425532870894566,0.03372160413081617,0.05670252594351017,0.02946627542187051,0.05244719723456451,-0.022980921812693997
manta,1273142,13-121,U/N Reef (13-121),2022,9.34,0,0.08552745218813528,0.10903586589350868,0.08552745218813528,0.10903586589350868,-0.023508413705373404
ltmp,4169991,14-139,No Name Reef (14-139),2024,7.61,0,0.03898551199285525,0.06282586264032815,0.03898551199285525,0.06282586264032815,-0.023840350647472898
manta,4067116,19-159,Slate Reef (19-159),2024,8.61,0,0.20903351287449629,0.23411183495154952,0.20903351287449629,0.23411183495154952,-0.02507832207705324
ltmp,4170711,16-028,Low Islands Reef (16-028),2024,6.42,0.17859848813708523,0.2034575015157732,0.2288423638462751,0.024859013378687955,0.05024387570918987,-0.02538486233050191
ltmp,4177625,16-019,St Crispin Reef (16-019),2017,8.58,0.07684952526787346,0.10223037714143264,0.12814637582652014,0.02538085187355918,0.051296850558646676,-0.025915998685087496
mmp,4138932,23-010,Middle (Ba-la-ba) Island Reef (23-010),2024,12.23,0.41195017565191666,0.4768606759340802,0.503467335615535,0.06491050028216355,0.09151715996361837,-0.026606659681454814
manta,4284639,22-102,Chinaman Reef (22-102),2020,6.6000000000000005,0,0.08688795777646506,0.1145363316022044,0.08688795777646506,0.1145363316022044,-0.027648373825739342
mmp,4149312,23-017,Pelican Island Reef (23-017),2024,13.26,0.02301944253341331,0.37872752056363074,0.40662758816806743,0.3557080780302174,0.3836081456346541,-0.027900067604436696
mmp,4149313,23-017,Pelican Island Reef (23-017),2024,13.26,0.01857781972865065,0.3782249956355374,0.4064466128273877,0.3596471759068868,0.38786879309873706,-0.02822161719185029
ltmp,4182005,22-104a,Horseshoe Reef (No 1) (22-104a),2020,6.61,0.04340310167121431,0.16414030870119198,0.1935721550657553,0.12073720702997767,0.150169053394541,-0.029431846364563335
manta,4284411,23-068,Erskine Reef (23-068),2024,11.17,0.06654453617104276,0.3402091594096249,0.37074590341244273,0.2736646232385821,0.30420136724139996,-0.03053674400281786
ltmp,4173748,14-137,Carter Reef (14-137),2016,11.32,0.6596385918260654,0.6483960748272737,0.6177495362702626,0.011242516998791752,0.0418890555558028,-0.03064653855701105
manta,4066640,21-187,U/N Reef (21-187),2017,2.35,0,0.02474793686320797,0.05669685913150759,0.02474793686320797,0.05669685913150759,-0.03194892226829962
ltmp,4171462,14-114,MacGillivray Reef (14-114),2016,8.61,0,0.2045204473490685,0.23649952232488688,0.2045204473490685,0.23649952232488688,-0.031979074975818395
manta,4066156,18-030,Kelso Reef (18-030),2017,7.640000000000001,0.121336557134839,0.164176791835979,0.1962939692134706,0.04284023470114,0.07495741207863159,-0.03211717737749159
ltmp,4186343,22-102,Chinaman Reef (22-102),2020,6.6000000000000005,0,0.08990256418926673,0.12279539439796522,0.08990256418926673,0.12279539439796522,-0.03289283020869849
mmp,4162781,16-054a,Fitzroy Island Reef (No 1) (16-054a),2017,10.69,0.17401839167775307,0.22090017568345607,0.25389812890267427,0.046881784005703,0.0798797372249212,-0.032997953219218196
ltmp,4227303,19-159,Slate Reef (19-159),2024,8.61,0.13128332055698222,0.1856118282073228,0.21877739254106765,0.054328507650340585,0.08749407198408543,-0.033165564333744846
manta,4285469,14-123,Martin Reef (14-123),2024,6.4,0.19967709485407348,0.2813287988904254,0.3164234108835283,0.08165170403635191,0.11674631602945484,-0.03509461199310293
manta,4067117,19-159,Slate Reef (19-159),2024,8.61,0.14645471025517404,0.23350757080418297,0.26955636593327864,0.08705286054900893,0.1231016556781046,-0.03604879512909567
manta,4284530,23-051,Wreck Island Reef (23-051),2020,6.48,0,0.08096508542526452,0.117045972786289,0.08096508542526452,0.117045972786289,-0.03608088736102448
mmp,4149293,23-017,Pelican Island Reef (23-017),2024,13.26,0,0.2453212141149064,0.28198264229558684,0.2453212141149064,0.28198264229558684,-0.03666142818068044
mmp,4143666,23-004b,North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),2024,12.41,0.25663674359498084,0.22141642033983808,0.32960193124487247,0.035220323255142766,0.07296518764989163,-0.03774486439474886
ltmp,3754965,17-034,Feather Reef (17-034),2024,5.54,0,0.17096908250130508,0.2204656705077337,0.17096908250130508,0.2204656705077337,-0.049496588006428616
ltmp,4181245,23-068,Erskine Reef (23-068),2024,11.17,0.14256428051898865,0.40336588206839274,0.45447176501626985,0.2608016015494041,0.31190748449728123,-0.0511058829478771
manta,4284415,23-068,Erskine Reef (23-068),2020,8.85,0.1282197896106264,0.19308762217556552,0.2526106466578214,0.06486783256493911,0.12439085704719499,-0.05952302448225588
ltmp,4224936,21-187,U/N Reef (21-187),2024,7.25,0.16372669436792,0.20340634716863956,0.2630737885972622,0.039679652800719556,0.09934709422934221,-0.05966744142862265
manta,4068557,16-068,Thetford Reef (16-068),2017,10.88,0.29336986509802004,0.28822804384380696,0.3587447090336598,0.005141821254213086,0.06537484393563975,-0.06023302268142666
manta,4067239,19-209,Rebe Reef (19-209),2024,11.14,0,0.17735562570956434,0.2383613468587002,0.17735562570956434,0.2383613468587002,-0.061005721149135855
manta,4067799,20-287,Credlin Reefs (East) (20-287),2020,9.42,0,0.20626688290057824,0.2672975358967677,0.20626688290057824,0.2672975358967677,-0.061030652996189455
mmp,4160208,16-006,Snapper Reef (16-006),2017,11.65,0,0.2900247760125736,0.35149161551912883,0.2900247760125736,0.35149161551912883,-0.06146683950655524
ltmp,4180873,23-081,Fairfax Islands Reef (23-081),2024,11.26,0.17622110261289636,0.40337765784236,0.4695824067674554,0.22715655522946365,0.293361304154559,-0.06620474892509537
mmp,4160250,16-006,Snapper Reef (16-006),2017,11.65,0,0.27655845044692023,0.34307001733052656,0.27655845044692023,0.34307001733052656,-0.06651156688360632
manta,4068667,17-034,Feather Reef (17-034),2024,5.54,0,0.1266624599389456,0.1932473263060915,0.1266624599389456,0.1932473263060915,-0.06658486636714592
manta,4285498,12-061,Lagoon Reef (12-061),2024,5.54,0.1983460233310179,0.2266761411341063,0.2945562304232696,0.028330117803088417,0.09621020709225173,-0.06788008928916331
mmp,4138931,23-010,Middle (Ba-la-ba) Island Reef (23-010),2024,12.23,0.28856582591991914,0.34499256192671385,0.413157227269701,0.05642673600679471,0.12459140134978186,-0.06816466534298715
mmp,4162795,16-054a,Fitzroy Island Reef (No 1) (16-054a),2024,7.82,0.07995491504811622,0.22188224075382143,0.30561655827272727,0.1419273257057052,0.22566164322461105,-0.08373431751890584
mmp,4162832,16-054a,Fitzroy Island Reef (No 1) (16-054a),2024,7.82,0,0.20079521733563252,0.2897485675909585,0.20079521733563252,0.2897485675909585,-0.088953350255326
